,Municipality,Month,FTA Warrants,VOP Warrants,OTI Warrants,Total Warrants,Warrants with LEA,Issued Warrants,Served Warrants  For Month,Warrants Foreign Served
1611,Middlefield,November,13,1,0,14,7,2,3,3
1612,Middletown,November,306,44,0,350,89,18,40,21
1613,Milford,November,142,20,0,162,65,10,26,16
1614,Monroe,November,30,5,0,35,20,1,0,0
1615,Montville,November,102,15,0,117,65,8,16,13
1616,Morris,November,2,2,0,4,3,0,0,0
1617,Naugatuck,November,202,20,1,223,133,19,14,8
1618,New Britain,November,926,227,1,1154,275,62,119,43
1619,New Canaan,November,35,3,0,38,11,0,0,0
1620,New Fairfield,November,29,2,1,32,24,2,3,2
1621,New Hartford,November,12,5,1,18,13,3,0,0
1622,New Haven,November,3888,616,1,4505,1706,205,215,88
1623,New London,November,1030,98,1,1129,117,44,53,27
1624,New Milford,November,123,19,1,143,101,7,12,7
1625,Newington,November,52,15,0,67,58,6,4,3
1626,Newtown,November,70,5,0,75,55,3,14,7
1627,Norfolk,November,3,1,0,4,4,0,0,0
1628,North Branford,November,30,3,0,33,11,3,1,0
1629,North Canaan,November,21,2,0,23,17,5,3,3
1630,North Haven,November,39,5,0,44,13,1,5,3
1631,North Stonington,November,15,4,0,19,17,1,0,0
1632,Norwalk,November,1693,127,0,1820,177,10,35,16
1633,Norwich,November,481,138,3,622,154,41,54,24
1634,Old Lyme,November,20,1,0,21,3,1,0,0
1635,Old Saybrook,November,48,2,0,50,9,0,5,0
1636,Orange,November,35,5,0,40,18,5,0,0
1637,Oxford,November,33,10,0,43,30,0,0,0
1638,Plainfield,November,97,19,4,120,40,1,15,9
1639,Plainville,November,83,11,0,94,44,1,9,5
1640,Plymouth,November,63,9,0,72,27,6,3,3
1641,Pomfret,November,9,7,0,16,7,0,0,0
1642,Portland,November,22,7,0,29,18,1,7,5
1643,Preston,November,14,6,0,20,15,3,1,0
1644,Prospect,November,15,1,0,16,13,1,3,3
1645,Putnam,November,93,38,1,132,69,8,12,7
1646,Redding,November,21,2,0,23,15,1,2,1
1647,Ridgefield,November,39,6,0,45,24,0,0,0
1648,Rocky Hill,November,40,5,0,45,17,3,7,1
1649,Roxbury,November,0,0,0,0,0,0,0,0
1650,Salem,November,10,2,0,12,9,2,0,0
1651,Salisbury,November,5,4,0,9,9,0,1,0
1652,Scotland,November,2,0,0,2,1,0,0,0
1653,Seymour,November,58,15,0,73,59,4,11,10
1654,Sharon,November,5,1,0,6,5,1,0,0
1655,Shelton,November,138,27,0,165,45,7,15,9
1656,Sherman,November,3,2,0,5,5,0,0,0
1657,Simsbury,November,25,4,0,29,21,0,3,1
1658,Somers,November,21,6,1,28,17,2,4,4
1659,South Windsor,November,40,11,2,53,25,3,2,1
1660,Southbury,November,17,3,0,20,14,2,5,3
1661,Southington,November,101,6,0,107,68,3,18,12
1662,Sprague,November,20,12,1,33,18,5,2,1
1663,Stafford,November,64,14,1,79,64,6,4,2
1664,Stamford,November,2484,267,2,2753,479,34,49,17
1665,Sterling,November,28,2,1,31,17,1,3,2
1666,Stonington,November,81,12,0,93,42,6,8,4
1667,Stratford,November,328,65,0,393,53,17,20,13
1668,Suffield,November,17,4,0,21,18,0,0,0
1669,Thomaston,November,6,2,0,8,5,0,4,4
1670,Thompson,November,66,24,4,94,45,1,1,0
1671,Tolland,November,32,2,0,34,26,0,2,2
1672,Torrington,November,233,32,1,266,175,32,44,24
1673,Trumbull,November,63,4,0,67,32,1,6,3
1674,Union,November,2,0,0,2,2,0,0,0
1675,Vernon,November,151,33,1,185,111,17,13,7
1676,Voluntown,November,7,4,0,11,9,0,1,0
1677,Wallingford,November,94,18,1,113,30,8,12,7
1678,Warren,November,2,0,0,2,1,0,0,0
1679,Washington,November,12,0,0,12,12,3,0,0
1680,Waterbury,November,2178,268,7,2453,1435,171,186,66
1681,Waterford,November,52,4,0,56,13,6,7,5
1682,Watertown,November,41,7,0,48,35,3,14,10
1683,West Hartford,November,109,16,0,125,71,4,9,6
1684,West Haven,November,682,58,0,740,204,45,47,30
1685,Westbrook,November,37,4,0,41,36,0,4,0
1686,Weston,November,19,0,0,19,10,1,0,0
1687,Westport,November,57,7,0,64,48,2,2,2
1688,Wethersfield,November,44,4,0,48,39,1,6,2
1689,Willington,November,22,4,0,26,22,1,7,6
1690,Wilton,November,22,0,0,22,12,0,0,0
1691,Winchester,November,52,7,1,60,23,10,14,8
1692,Windham,November,655,138,21,814,253,14,19,7
1693,Windsor,November,120,16,2,138,76,4,16,8
1694,Windsor Locks,November,52,9,1,62,37,7,6,3
1695,Wolcott,November,40,8,0,48,17,2,7,4
1696,Woodbridge,November,12,2,0,14,6,0,0,0
1697,Woodbury,November,24,6,0,30,26,0,1,1
1698,Woodstock,November,18,3,2,23,16,1,2,0
1699,Grand Total,November,31926,4779,111,36816,13241,1644,2224,1105
1700,Andover,October,2,0,0,2,2,0,0,0
1701,Ansonia,October,235,26,0,261,100,17,8,6
1702,Ashford,October,24,2,1,27,20,4,1,0
1703,Avon,October,12,1,0,13,3,0,0,0
1704,Barkhamsted,October,7,0,0,7,6,0,1,1
1705,Beacon Falls,October,20,9,0,29,26,2,0,0
1706,Berlin,October,32,11,1,44,41,1,4,1
1707,Bethany,October,21,0,0,21,10,0,2,2
1708,Bethel,October,90,16,3,109,35,8,6,3
1709,Bethlehem,October,7,0,0,7,4,0,0,0
1710,Bloomfield,October,101,15,0,116,63,8,23,11
1711,Bolton,October,9,2,0,11,8,1,3,2
1712,Bozrah,October,10,0,0,10,10,0,0,0
1713,Branford,October,183,13,0,196,73,8,4,2
1714,Bridgeport,October,3864,555,1,4420,667,176,223,98
1715,Bridgewater,October,4,1,0,5,4,0,0,0
1716,Bristol,October,435,41,1,477,183,41,39,20
1717,Brookfield,October,41,2,0,43,32,5,3,0
1718,Brooklyn,October,37,6,1,44,25,2,9,3
1719,Burlington,October,7,0,0,7,3,0,2,1
1720,Canaan,October,2,0,0,2,2,0,0,0
1721,Canterbury,October,7,6,0,13,9,1,1,1
1722,Canton,October,14,1,0,15,12,0,1,0
1723,Chaplin,October,5,3,2,10,9,0,0,0
1724,Cheshire,October,38,2,0,40,34,5,2,0
1725,Chester,October,5,0,0,5,3,0,0,0
1726,Clinton,October,47,6,0,53,28,1,5,2
1727,Colchester,October,34,6,0,40,28,9,0,0
1728,Colebrook,October,1,0,0,1,1,0,0,0
1729,Columbia,October,8,3,0,11,11,0,0,0
1730,Cornwall,October,0,0,0,0,0,0,0,0
1731,Coventry,October,28,5,0,33,21,0,0,0
1732,Cromwell,October,38,0,0,38,11,2,3,3
1733,Danbury,October,1826,154,6,1986,696,32,60,26
1734,Darien,October,30,2,0,32,10,1,1,0
1735,Deep River,October,22,3,0,25,14,1,0,0
1736,Derby,October,144,24,0,168,131,9,15,8
1737,Durham,October,11,1,0,12,1,0,1,0
1738,East Granby,October,8,2,0,10,9,0,0,0
1739,East Haddam,October,17,1,0,18,18,2,1,1
1740,East Hampton,October,36,4,0,40,18,5,0,0
1741,East Hartford,October,510,96,9,615,133,24,68,37
1742,East Haven,October,223,27,0,250,53,12,20,11
1743,East Lyme,October,46,7,0,53,48,1,11,9
1744,East Windsor,October,51,11,1,63,37,2,0,0
1745,Eastford,October,6,2,0,8,6,0,0,0
1746,Easton,October,15,0,0,15,12,2,0,0
1747,Ellington,October,34,5,1,40,28,3,2,1
1748,Enfield,October,181,26,3,210,175,10,10,7
1749,Essex,October,16,1,0,17,8,0,1,1
1750,Fairfield,October,158,16,0,174,65,8,7,6
1751,Farmington,October,31,4,1,36,19,2,3,2
1752,Franklin,October,5,1,0,6,3,0,1,0
1753,Glastonbury,October,33,2,0,35,22,2,6,5
1754,Goshen,October,0,2,0,2,0,2,0,0
1755,Granby,October,12,1,0,13,11,0,1,1
1756,Greenwich,October,204,25,0,229,38,2,7,4
1757,Griswold,October,53,8,0,61,44,4,4,2
1758,Groton,October,407,44,0,451,161,25,25,16
1759,Guilford,October,49,7,0,56,19,3,5,5
1760,Haddam,October,14,0,0,14,2,0,3,1
1761,Hamden,October,311,39,0,350,110,22,39,22
1762,Hampton,October,6,1,0,7,4,1,0,0
1763,Hartford,October,2445,571,15,3031,1711,163,235,102
1764,Hartland,October,3,0,0,3,2,0,0,0
1765,Harwinton,October,6,0,0,6,5,0,1,1
1766,Hebron,October,11,2,0,13,10,0,1,1
1767,Kent,October,5,2,0,7,5,0,0,0
1768,Killingly,October,139,36,0,175,148,8,28,9
1769,Killingworth,October,5,2,0,7,3,0,3,1
1770,Lebanon,October,13,7,0,20,20,0,0,0
1771,Ledyard,October,92,11,0,103,55,4,3,1
1772,Lisbon,October,13,4,0,17,7,2,0,0
1773,Litchfield,October,19,5,0,24,13,6,1,1
1774,Lyme,October,4,3,0,7,5,0,1,0
1775,Madison,October,57,4,0,61,21,2,0,0
1776,Manchester,October,393,86,3,482,175,30,64,32
1777,Mansfield,October,44,6,0,50,35,2,0,0
1778,Marlborough,October,6,1,0,7,7,0,2,2
1779,Meriden,October,514,108,0,622,320,46,72,31
1780,Middlebury,October,4,0,0,4,1,0,4,1
1781,Middlefield,October,13,1,0,14,6,1,0,0
1782,Middletown,October,306,43,0,349,90,24,36,9
1783,Milford,October,149,23,0,172,69,14,9,6
1784,Monroe,October,30,4,0,34,20,3,3,1
1785,Montville,October,98,18,0,116,64,9,2,0
1786,Morris,October,2,2,0,4,3,0,2,1
1787,Naugatuck,October,186,21,1,208,117,21,29,9
1788,New Britain,October,942,225,1,1168,284,61,127,50
1789,New Canaan,October,35,3,0,38,11,2,2,1
1790,New Fairfield,October,31,1,1,33,26,1,1,0
1791,New Hartford,October,10,4,1,15,12,1,0,0
1792,New Haven,October,3881,581,1,4463,1643,206,246,85
1793,New London,October,1023,99,1,1123,115,47,67,25
1794,New Milford,October,125,18,1,144,101,15,18,8
1795,Newington,October,47,14,0,61,55,2,10,7
1796,Newtown,October,73,7,0,80,56,3,6,0
1797,Norfolk,October,3,1,0,4,4,0,2,0
1798,North Branford,October,29,2,0,31,12,3,8,8
1799,North Canaan,October,19,2,0,21,19,1,3,1
1800,North Haven,October,43,7,0,50,16,5,4,1
1801,North Stonington,October,14,4,0,18,17,0,1,0
1802,Norwalk,October,1707,130,0,1837,179,19,36,8
1803,Norwich,October,477,131,3,611,156,38,57,25
1804,Old Lyme,October,19,1,0,20,3,0,0,0
1805,Old Saybrook,October,49,2,0,51,10,0,2,1
1806,Orange,October,30,5,0,35,17,4,2,2
1807,Oxford,October,34,9,0,43,30,1,0,0
1808,Plainfield,October,103,20,4,127,42,7,17,11
1809,Plainville,October,88,10,0,98,45,2,5,2
1810,Plymouth,October,60,7,0,67,27,3,7,5
1811,Pomfret,October,9,7,0,16,7,0,1,0
1812,Portland,October,25,7,0,32,21,0,7,3
1813,Preston,October,14,3,0,17,14,1,2,0
1814,Prospect,October,15,1,0,16,13,2,3,3
1815,Putnam,October,90,34,1,125,68,7,4,3
1816,Redding,October,21,4,0,25,16,2,0,0
1817,Ridgefield,October,39,6,0,45,23,0,3,2
1818,Rocky Hill,October,43,4,0,47,17,2,3,2
1819,Roxbury,October,0,0,0,0,0,0,0,0
1820,Salem,October,8,2,0,10,8,2,2,2
1821,Salisbury,October,8,4,0,12,12,0,0,0
1822,Scotland,October,2,0,0,2,1,0,0,0
1823,Seymour,October,58,16,0,74,58,2,5,1
1824,Sharon,October,4,1,0,5,5,0,1,1
1825,Shelton,October,140,24,0,164,50,14,22,17
1826,Sherman,October,3,2,0,5,5,0,2,0
1827,Simsbury,October,26,4,0,30,20,3,2,1
1828,Somers,October,20,7,1,28,16,2,8,4
1829,South Windsor,October,39,10,2,51,23,2,4,3
1830,Southbury,October,18,5,0,23,15,3,1,1
1831,Southington,October,104,5,0,109,70,7,5,4
1832,Sprague,October,16,13,1,30,18,0,2,2
1833,Stafford,October,65,11,1,77,62,3,4,2
1834,Stamford,October,2473,273,2,2748,474,32,57,27
1835,Sterling,October,30,2,1,33,15,0,6,1
1836,Stonington,October,81,10,1,92,41,3,6,1
1837,Stratford,October,331,66,0,397,57,21,32,18
1838,Suffield,October,17,4,0,21,18,0,1,1
1839,Thomaston,October,6,2,0,8,5,0,14,10
1840,Thompson,October,67,23,4,94,44,2,2,1
1841,Tolland,October,34,2,0,36,27,1,3,3
1842,Torrington,October,238,25,1,264,178,21,31,12
1843,Trumbull,October,64,4,0,68,33,4,5,3
1844,Union,October,2,0,0,2,2,0,0,0
1845,Vernon,October,147,29,1,177,116,8,22,13
1846,Voluntown,October,7,4,0,11,9,0,0,0
1847,Wallingford,October,91,21,1,113,28,10,9,5
1848,Warren,October,2,0,0,2,1,0,0,0
1849,Washington,October,9,0,0,9,9,0,2,0
1850,Waterbury,October,2157,255,7,2419,1391,194,199,65
1851,Waterford,October,51,1,0,52,11,2,1,0
1852,Watertown,October,51,7,0,58,40,8,8,5
1853,West Hartford,October,111,16,0,127,70,13,13,4
1854,West Haven,October,684,56,0,740,202,30,38,22
1855,Westbrook,October,38,4,0,42,36,2,2,2
1856,Weston,October,18,0,0,18,9,0,4,0
1857,Westport,October,55,7,0,62,48,1,2,2
1858,Wethersfield,October,46,5,0,51,42,3,2,0
1859,Willington,October,25,4,0,29,23,3,1,1
1860,Wilton,October,22,0,0,22,12,0,0,0
1861,Winchester,October,54,6,1,61,23,9,18,7
1862,Windham,October,655,136,21,812,256,14,33,13
1863,Windsor,October,127,17,2,146,75,12,13,9
1864,Windsor Locks,October,50,6,0,56,37,4,3,1
1865,Wolcott,October,41,7,0,48,17,7,10,6
1866,Woodbridge,October,12,2,0,14,5,0,2,2
1867,Woodbury,October,24,7,0,31,27,1,0,0
1868,Woodstock,October,19,3,2,24,16,1,1,0
1869,Grand Total,October,31832,4665,113,36610,13110,1680,2369,1054
1870,Andover,September,2,0,0,2,2,0,0,0
1871,Ansonia,September,220,28,0,248,98,13,15,7
1872,Ashford,September,21,2,1,24,20,0,0,0
1873,Avon,September,12,1,0,13,3,0,2,0
1874,Barkhamsted,September,8,0,0,8,6,0,0,0
1875,Beacon Falls,September,20,7,0,27,24,1,3,0
1876,Berlin,September,32,14,1,47,44,6,5,4
1877,Bethany,September,21,1,0,22,10,0,0,0
1878,Bethel,September,88,15,3,106,36,8,9,3
1879,Bethlehem,September,7,0,0,7,4,0,0,0
1880,Bloomfield,September,103,16,0,119,66,11,9,0
1881,Bolton,September,11,1,0,12,8,3,0,0
1882,Bozrah,September,10,0,0,10,10,0,0,0
1883,Branford,September,177,12,0,189,73,8,14,8
1884,Bridgeport,September,3833,553,1,4387,665,162,202,83
1885,Bridgewater,September,4,1,0,5,4,0,0,0
1886,Bristol,September,430,39,1,470,177,47,70,42
1887,Brookfield,September,42,2,0,44,31,4,9,6
1888,Brooklyn,September,39,8,1,48,25,0,1,0
1889,Burlington,September,9,0,0,9,3,2,1,1
1890,Canaan,September,2,0,0,2,2,0,0,0
1891,Canterbury,September,7,6,0,13,8,0,2,2
1892,Canton,September,15,1,0,16,12,1,0,0
1893,Chaplin,September,5,3,2,10,9,0,0,0
1894,Cheshire,September,35,0,0,35,24,0,3,3
1895,Chester,September,5,0,0,5,3,0,4,0
1896,Clinton,September,48,6,0,54,26,2,6,3
1897,Colchester,September,27,6,0,33,29,5,6,4
1898,Colebrook,September,1,0,0,1,1,0,0,0
1899,Columbia,September,8,3,0,11,11,0,2,2
1900,Cornwall,September,0,0,0,0,0,0,0,0
1901,Coventry,September,28,5,0,33,21,0,1,1
1902,Cromwell,September,36,0,0,36,9,0,0,0
1903,Danbury,September,1838,157,5,2000,694,39,67,35
1904,Darien,September,29,2,0,31,10,0,2,2
1905,Deep River,September,21,3,0,24,13,0,3,3
1906,Derby,September,146,23,0,169,134,3,13,7
1907,Durham,September,11,1,0,12,1,1,0,0
1908,East Granby,September,8,2,0,10,9,0,0,0
1909,East Haddam,September,15,1,0,16,16,0,2,2
1910,East Hampton,September,33,3,0,36,18,2,0,0
1911,East Hartford,September,532,101,8,641,131,48,51,30
1912,East Haven,September,223,30,0,253,50,15,23,15
1913,East Lyme,September,53,9,0,62,50,2,7,4
1914,East Windsor,September,51,9,1,61,34,3,3,2
1915,Eastford,September,6,2,0,8,6,0,0,0
1916,Easton,September,13,0,0,13,12,0,0,0
1917,Ellington,September,33,5,0,38,26,2,4,3
1918,Enfield,September,179,27,3,209,175,7,20,7
1919,Essex,September,17,2,0,19,8,2,1,1
1920,Fairfield,September,158,15,0,173,68,4,8,4
1921,Farmington,September,31,5,1,37,19,1,4,2
1922,Franklin,September,6,1,0,7,3,0,0,0
1923,Glastonbury,September,34,2,0,36,22,2,10,8
1924,Goshen,September,0,0,0,0,0,0,0,0
1925,Granby,September,13,1,0,14,12,0,1,1
1926,Greenwich,September,210,22,0,232,39,3,15,5
1927,Griswold,September,54,8,0,62,44,9,5,3
1928,Groton,September,397,42,0,439,160,12,42,31
1929,Guilford,September,47,7,0,54,19,2,0,0
1930,Haddam,September,17,0,0,17,2,2,1,1
1931,Hamden,September,324,36,0,360,114,26,35,23
1932,Hampton,September,6,0,0,6,4,0,2,0
1933,Hartford,September,2464,596,15,3075,1522,139,206,96
1934,Hartland,September,3,0,0,3,2,1,1,1
1935,Harwinton,September,6,0,0,6,5,0,0,0
1936,Hebron,September,11,2,0,13,10,0,2,1
1937,Kent,September,5,2,0,7,5,1,0,0
1938,Killingly,September,144,39,0,183,141,5,13,6
1939,Killingworth,September,8,2,0,10,3,0,1,0
1940,Lebanon,September,13,7,0,20,20,0,0,0
1941,Ledyard,September,90,11,0,101,55,5,3,3
1942,Lisbon,September,12,4,0,16,7,1,4,1
1943,Litchfield,September,15,3,0,18,10,1,1,1
1944,Lyme,September,4,3,0,7,5,0,1,0
1945,Madison,September,55,4,0,59,21,1,4,1
1946,Manchester,September,394,103,2,499,182,36,47,14
1947,Mansfield,September,42,6,0,48,35,1,4,4
1948,Marlborough,September,6,1,0,7,7,0,1,0
1949,Meriden,September,517,113,0,630,316,61,83,35
1950,Middlebury,September,9,0,0,9,2,3,1,1
1951,Middlefield,September,12,1,0,13,5,1,4,2
1952,Middletown,September,317,43,0,360,104,24,62,28
1953,Milford,September,145,18,0,163,66,7,18,10
1954,Monroe,September,27,4,0,31,20,0,1,0
1955,Montville,September,94,15,0,109,64,6,11,6
1956,Morris,September,2,4,0,6,4,2,2,2
1957,Naugatuck,September,175,19,1,195,115,14,19,8
1958,New Britain,September,933,229,1,1163,276,76,129,60
1959,New Canaan,September,35,2,0,37,11,0,1,0
1960,New Fairfield,September,32,1,1,34,26,3,6,4
1961,New Hartford,September,9,4,1,14,12,0,2,2
1962,New Haven,September,3853,589,1,4443,1586,248,238,93
1963,New London,September,1018,107,1,1126,114,43,46,26
1964,New Milford,September,119,13,1,133,91,11,22,11
1965,Newington,September,48,15,0,63,59,4,14,8
1966,Newtown,September,78,6,0,84,59,3,13,3
1967,Norfolk,September,5,1,0,6,6,0,0,0
1968,North Branford,September,27,2,0,29,8,3,5,4
1969,North Canaan,September,20,2,0,22,20,3,1,1
1970,North Haven,September,44,4,0,48,16,4,4,2
1971,North Stonington,September,16,4,0,20,17,2,0,0
1972,Norwalk,September,1710,128,0,1838,178,32,28,14
1973,Norwich,September,476,125,3,604,158,35,52,28
1974,Old Lyme,September,19,1,0,20,3,1,0,0
1975,Old Saybrook,September,51,2,0,53,9,2,0,0
1976,Orange,September,28,4,0,32,17,1,0,0
1977,Oxford,September,33,9,0,42,29,1,4,3
1978,Plainfield,September,104,20,5,129,41,10,7,2
1979,Plainville,September,89,10,0,99,47,7,10,5
1980,Plymouth,September,59,8,0,67,28,5,2,1
1981,Pomfret,September,10,7,0,17,7,0,0,0
1982,Portland,September,31,8,0,39,20,5,0,0
1983,Preston,September,13,3,0,16,13,1,1,1
1984,Prospect,September,16,2,0,18,14,2,7,2
1985,Putnam,September,90,32,1,123,66,10,5,5
1986,Redding,September,20,2,0,22,15,0,0,0
1987,Ridgefield,September,40,9,0,49,23,4,2,0
1988,Rocky Hill,September,45,6,0,51,18,2,2,2
1989,Roxbury,September,0,0,0,0,0,0,1,1
1990,Salem,September,7,1,0,8,8,0,0,0
1991,Salisbury,September,8,4,0,12,10,2,2,1
1992,Scotland,September,2,0,0,2,1,0,1,0
1993,Seymour,September,58,17,0,75,60,8,11,7
1994,Sharon,September,4,2,0,6,5,0,1,1
1995,Shelton,September,140,20,0,160,49,12,23,14
1996,Sherman,September,3,3,0,6,6,0,1,1
1997,Simsbury,September,26,4,0,30,19,2,1,1
1998,Somers,September,22,5,1,28,17,8,3,1
1999,South Windsor,September,43,8,2,53,28,2,3,0
2000,Southbury,September,17,5,0,22,17,6,1,0
2001,Southington,September,103,5,0,108,72,5,17,12
2002,Sprague,September,18,13,1,32,18,1,3,0
2003,Stafford,September,63,13,1,77,64,2,4,2
2004,Stamford,September,2477,274,2,2753,471,31,46,15
2005,Sterling,September,35,2,1,38,15,7,4,1
2006,Stonington,September,84,10,0,94,41,8,6,2
2007,Stratford,September,332,60,0,392,59,23,34,21
2008,Suffield,September,18,4,0,22,18,1,1,0
2009,Thomaston,September,19,2,0,21,10,0,3,2
2010,Thompson,September,67,21,4,92,44,1,3,2
2011,Tolland,September,34,3,0,37,28,2,1,0
2012,Torrington,September,239,24,1,264,175,19,47,26
2013,Trumbull,September,65,4,0,69,34,3,3,2
2014,Union,September,2,0,0,2,2,0,0,0
2015,Vernon,September,153,31,1,185,116,10,8,2
2016,Voluntown,September,7,4,0,11,9,0,1,0
2017,Wallingford,September,89,19,1,109,27,4,7,4
2018,Warren,September,3,0,0,3,1,1,2,2
2019,Washington,September,10,0,0,10,10,0,0,0
2020,Waterbury,September,2114,259,7,2380,1389,156,220,69
2021,Waterford,September,49,1,0,50,11,7,8,6
2022,Watertown,September,48,6,0,54,40,6,4,2
2023,West Hartford,September,104,15,0,119,66,10,7,3
2024,West Haven,September,678,59,0,737,193,43,57,28
2025,Westbrook,September,38,4,0,42,27,2,4,2
2026,Weston,September,18,0,0,18,9,4,0,0
2027,Westport,September,56,8,0,64,48,4,2,2
2028,Wethersfield,September,45,4,0,49,39,4,0,0
2029,Willington,September,22,4,0,26,22,0,3,0
2030,Wilton,September,22,0,0,22,12,0,0,0
2031,Winchester,September,55,3,1,59,27,5,19,14
2032,Windham,September,663,134,21,818,257,27,30,21
2033,Windsor,September,123,18,2,143,72,9,19,11
2034,Windsor Locks,September,46,6,1,53,34,2,6,1
2035,Wolcott,September,45,7,0,52,14,8,9,2
2036,Woodbridge,September,12,2,0,14,5,1,0,0
2037,Woodbury,September,23,7,0,30,27,2,4,3
2038,Woodstock,September,19,3,2,24,17,0,0,0
2039,Grand Total,September,31780,4699,110,36589,12813,1733,2403,1139
